question,answer,priority,category,auto_resolution,source,intent_tag
I'm having trouble accessing a shared folder and I need it for a project that's due soon,"1. Check with your team members to see if they are having the same issue. 2. Try accessing the shared folder from a different computer or location. 3. If you are still having trouble, reach out to the IT department to see if there are any known issues with the shared folder. If the issue persists, contact the IT helpdesk.",high,Access Management,True,synthetic_groq,permission_denied_shared_folder
"j'ai un problème avec mon compte, il est expiré et je ne peux pas travailler","1. Vérifiez votre adresse e-mail pour un message de renouvellement de mot de passe. 2. Cliquez sur le lien de réinitialisation de mot de passe et suivez les instructions. 3. Si vous avez déjà réinitialisé votre mot de passe, assurez-vous d'utiliser les nouveaux identifiants pour vous connecter. If the issue persists, contact the IT helpdesk.",high,Access Management,True,synthetic_groq,account_expired
"my account says it's expired, what do I do?","1. Try logging out and back in to see if the issue resolves itself. 2. Check your email for a password reset link and follow the prompts. 3. If you're still having trouble, ensure your browser is up-to-date and clear your cache. If the issue persists, contact the IT helpdesk.",medium,Access Management,True,synthetic_groq,account_expired
"mon compte est bloqué, je ne peux pas accéder à mes emails","1. Vérifiez si vous avez reçu un e-mail de notification d'expiration de compte. 2. Réinitialisez votre mot de passe en suivant les instructions dans l'e-mail. 3. Si vous n'avez pas reçu d'e-mail, assurez-vous que votre adresse e-mail est correcte et que vous avez accès à votre boîte de réception. If the issue persists, contact the IT helpdesk.",high,Access Management,True,synthetic_groq,account_expired
"I think my account might be expired, can you help me?","1. Check the company intranet for information on account expiration and renewal. 2. Look for a password reset option on the login page. 3. If you're still unsure, try contacting your supervisor or IT representative for guidance. If the issue persists, contact the IT helpdesk.",medium,Access Management,True,synthetic_groq,account_expired
j'ai oublié mon mot de passe et maintenant mon compte est expiré,"1. Essayez de réinitialiser votre mot de passe en cliquant sur 'Mot de passe oublié' sur la page de connexion. 2. Suivez les instructions pour créer un nouveau mot de passe. 3. Si vous rencontrez des difficultés, assurez-vous que vous utilisez les informations de connexion correctes. If the issue persists, contact the IT helpdesk.",medium,Access Management,True,synthetic_groq,account_expired
"I'm getting an error message saying my account is expired, but I just logged in yesterday","1. Try clearing your browser cache and cookies. 2. Check your account settings to ensure your account is not set to expire. 3. If the issue persists, try logging in from a different browser or device to see if the issue is specific to your current setup. If the issue persists, contact the IT helpdesk.",medium,Access Management,True,synthetic_groq,account_expired
mon compte est expiré et je ne sais pas pourquoi,"1. Vérifiez vos e-mails pour voir si vous avez reçu des notifications d'expiration de compte. 2. Contactez votre supérieur ou le département des ressources humaines pour voir si il y a eu des changements à votre statut d'employé. 3. Si vous n'avez pas reçu d'informations, assurez-vous de contacter le service d'assistance informatique pour obtenir de l'aide. If the issue persists, contact the IT helpdesk.",high,Access Management,True,synthetic_groq,account_expired
"I need help with my account, it's not working and I think it might be expired","1. Check the company website for information on account expiration and renewal. 2. Look for a 'Forgot Password' option on the login page. 3. If you're still having trouble, try contacting the IT helpdesk during business hours for assistance. If the issue persists, contact the IT helpdesk.",medium,Access Management,True,synthetic_groq,account_expired
"I'm having trouble connecting to the WiFi, it's really frustrating and I have a meeting in 10 minutes","1. Restart your laptop and try connecting again. 2. Ensure you are selecting the correct WiFi network. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,wifi_not_connecting
"mon ordinateur ne peut pas se connecter au wifi, qu'est-ce que je fais?","1. Vérifiez que le WiFi est activé sur votre ordinateur. 2. Essayez de vous connecter avec un autre appareil pour voir si le problème vient du réseau. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,wifi_not_connecting
"I'm getting a 'no internet' message on my laptop, but my phone is connected to the WiFi just fine","1. Check your laptop's WiFi settings to ensure you are connected to the correct network. 2. Restart your router to see if it resolves the issue. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,wifi_not_connecting
"j'ai oublié le mot de passe WiFi, comment puis-je me connecter?","1. Check the back of your WiFi router for the default password. 2. If you are still having trouble, try resetting the router to its default settings. 3. If the issue persists, contact the IT helpdesk.",low,Network & Connectivity,True,synthetic_groq,wifi_not_connecting
"I'm trying to connect to the WiFi, but it keeps saying 'incorrect password'","1. Double-check that you are entering the correct WiFi password. 2. Try resetting the WiFi password to ensure it is correct. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,wifi_not_connecting
"our team is having issues with the WiFi connection, it's really slowing down our work","1. Check the WiFi network's bandwidth to ensure it can support the number of devices connected. 2. Consider splitting the team into different WiFi networks to reduce congestion. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,wifi_not_connecting
"I'm having trouble connecting to the WiFi on my laptop, but it was working fine yesterday","1. Check for any software updates on your laptop that may be causing the issue. 2. Restart your laptop in safe mode to see if it resolves the issue. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,wifi_not_connecting
"le wifi ne fonctionne pas sur mon ordinateur portable, c'est très urgent car j'ai un projet à terminer","1. Vérifiez que le WiFi est activé sur votre ordinateur portable. 2. Essayez de vous connecter avec un câble Ethernet pour voir si le problème vient du WiFi. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,wifi_not_connecting
"My VPN keeps disconnecting every 10 minutes, it's super frustrating and I have a deadline to meet","1. Restart your computer and try reconnecting to the VPN. 2. Check your internet connection and ensure it's stable. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,vpn_disconnects_frequently
"J'ai des problèmes avec mon VPN, il se déconnecte tout le temps, que faire?","1. Vérifiez que votre connexion internet est stable. 2. Essayez de vous reconnecter au VPN. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,vpn_disconnects_frequently
"VPN disconnects frequently, how to fix?","1. Check your VPN settings and ensure you're using the correct server. 2. Restart your VPN client. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,vpn_disconnects_frequently
"My work requires me to be connected to the VPN at all times, but it keeps dropping, this is urgent","1. Check your network cables and ensure they're securely connected. 2. Try connecting to a different VPN server. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,vpn_disconnects_frequently
"Le VPN se déconnecte régulièrement, comment résoudre ce problème?","1. Vérifiez les paramètres de votre VPN et assurez-vous d'utiliser le serveur correct. 2. Redémarrez votre client VPN. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,vpn_disconnects_frequently
"I'm experiencing frequent VPN disconnects, can you help?","1. Check for any software updates for your VPN client. 2. Ensure your antivirus software is up-to-date. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,vpn_disconnects_frequently
"VPN disconnects every time I try to access a certain website, what's going on?","1. Check if the website is blocked by our company's firewall. 2. Try accessing the website without the VPN. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,vpn_disconnects_frequently
"J'ai besoin d'aide avec mon VPN, il se déconnecte trop souvent et je ne peux pas travailler","1. Essayez de vous reconnecter au VPN. 2. Vérifiez que votre connexion internet est stable. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,vpn_disconnects_frequently
"Internet is super slow today, can't work","1. Restart your computer and try again. 2. Check if other websites or applications are working properly. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,internet_very_slow
"Mon internet est très lent, qu'est-ce que je peux faire?","1. Vérifiez si d'autres appareils sur le même réseau ont le même problème. 2. Essayez de vous connecter à un autre réseau Wi-Fi. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,internet_very_slow
"Why is the wifi so slow, it's really frustrating","1. Move closer to the Wi-Fi router to improve the signal strength. 2. Check for any physical obstructions between your device and the router. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,internet_very_slow
"Urgent: internet not working, need it for a meeting","1. Check the network cables and ensure they are securely connected. 2. Try restarting the router. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,internet_very_slow
"Internet est lent, mais seulement sur mon ordinateur","1. Vérifiez si les mises à jour du système d'exploitation sont à jour. 2. Essayez de désactiver les applications en arrière-plan qui pourraient consommer de la bande passante. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,internet_very_slow
"Slow internet is causing issues with my work, please help","1. Check the task manager to see if any programs are using excessive bandwidth. 2. Try closing unnecessary tabs on your web browser. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,internet_very_slow
"J'ai un problème avec mon internet, il est très lent","1. Essayez de vous connecter à un site web différent pour voir si le problème est spécifique à un site. 2. Vérifiez si votre antivirus est à jour. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,internet_very_slow
Internet is slow and it's affecting my productivity,"1. Check if other devices on the same network are experiencing the same issue. 2. Try using a wired connection instead of Wi-Fi. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,internet_very_slow
"I cant access the network drive, its really urgent I need those files for a meeting","1. Restart your computer to ensure it's not a temporary issue. 2. Check if you're connected to the company's VPN if you're working remotely. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,network_drive_not_accessible
"J'ai des problèmes pour accéder au disque réseau, pouvez-vous m'aider?","1. Vérifiez si vous êtes connecté au réseau de l'entreprise. 2. Essayez de vous reconnecter au disque réseau en utilisant le chemin d'accès complet. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,network_drive_not_accessible
"My network drive is not showing up, what should I do?","1. Check if your network cable is properly connected. 2. Ensure that your Wi-Fi is stable and connected to the company's network. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,network_drive_not_accessible
"I'm getting an error when trying to access the shared drive, something about permissions","1. Log out and log back in to your computer to refresh your permissions. 2. Check with your team leader to ensure you have the necessary access rights. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,network_drive_not_accessible
"Je ne peux pas accéder à mon disque réseau, c'est très ennuyeux","1. Vérifiez si votre ordinateur est à jour avec les derniers correctifs de sécurité. 2. Essayez de réinstaller les pilotes de réseau. 3. If the issue persists, contact the IT helpdesk.",low,Network & Connectivity,True,synthetic_groq,network_drive_not_accessible
"The network drive is slow to load, is there something wrong with it?","1. Check if there are any ongoing maintenance tasks on the network. 2. Try accessing the drive during off-peak hours. 3. If the issue persists, contact the IT helpdesk.",low,Network & Connectivity,True,synthetic_groq,network_drive_not_accessible
"I'm having trouble mapping the network drive, can you walk me through it?","1. Go to 'This PC' and click on 'Map network drive'. 2. Enter the UNC path of the shared drive. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,network_drive_not_accessible
"I need help with the network drive, it's not working and I have a deadline to meet","1. Restart your computer and try accessing the drive again. 2. Check if the drive is online and not currently being backed up. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,network_drive_not_accessible
"I'm having trouble accessing some websites, it says DNS server not found, what's going on?","1. Restart your computer to ensure it's not a temporary issue. 2. Check your network connection to make sure you're connected to the company network. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,dns_resolution_failure
"J'ai un problème avec mon accès internet, je ne peux pas aller sur certains sites, aidez-moi!","1. Vérifiez que vous êtes connecté au réseau de l'entreprise. 2. Essayez de rebooter votre ordinateur. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,dns_resolution_failure
"My internet is slow and some sites won't load, is it a DNS problem?","1. Check your internet speed to see if it's a general connection issue. 2. Try clearing your browser cache to ensure it's not a local problem. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,dns_resolution_failure
"Urgent! I need to access a client website for a meeting but it's not resolving, help!","1. Try accessing the website using its IP address instead of the domain name. 2. Check if the website is down for everyone or just you. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,dns_resolution_failure
"I'm getting a DNS error when trying to access our company intranet, what should I do?","1. Ensure you're connected to the company VPN if required. 2. Check that your DNS settings are set to automatic. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,dns_resolution_failure
"Je ne peux pas accéder à certains sites après une mise à jour de mon ordinateur, problème de DNS?","1. Vérifiez que les paramètres DNS sont corrects après la mise à jour. 2. Essayez de réinitialiser les paramètres réseau. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,dns_resolution_failure
"Some websites are not loading, could it be a DNS server issue?","1. Try using a different DNS server to see if the issue resolves. 2. Check for any network outages in your area. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,dns_resolution_failure
"I'm experiencing intermittent DNS resolution failures, it's really frustrating, can you help?","1. Check your network cable and Wi-Fi connection for stability. 2. Restart your router to ensure it's not a hardware issue. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,dns_resolution_failure
"je ne peux pas acceder a internet, pensez vous que c'est un probleme de proxy?","1. Vérifiez que votre ordinateur est connecté au réseau de l'entreprise. 2. Assurez-vous que les paramètres de proxy sont correctement configurés dans votre navigateur. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,proxy_configuration
"I'm having trouble getting to some websites, is it a proxy issue?","1. Check your internet connection and ensure you are connected to the company network. 2. Try clearing your browser cache and cookies. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,proxy_configuration
"j'ai un message d'erreur qui dit que le proxy est refusé, que faire?","1. Vérifiez que vos informations d'identification sont correctes. 2. Essayez de vous connecter à nouveau en saisissant vos identifiants. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,proxy_configuration
how do I set up my proxy settings on my laptop?,"1. Go to your browser settings and look for the proxy section. 2. Enter the proxy server address and port number provided by your IT department. 3. If the issue persists, contact the IT helpdesk.",low,Network & Connectivity,True,synthetic_groq,proxy_configuration
"le proxy ne fonctionne pas sur mon ordinateur, c'est urgent!","1. Redémarrez votre ordinateur et essayez à nouveau. 2. Vérifiez que les paramètres de proxy sont correctement configurés. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,proxy_configuration
I'm getting a proxy error when trying to access a specific website,"1. Try accessing the website from a different browser. 2. Check if the website is blocked by the company's proxy settings. 3. If the issue persists, contact the IT helpdesk.",medium,Network & Connectivity,True,synthetic_groq,proxy_configuration
comment puis-je savoir si mon proxy est configuré correctement?,"1. Vérifiez que vous pouvez accéder à internet sans problème. 2. Essayez d'accéder à un site web qui nécessite une authentification proxy. 3. If the issue persists, contact the IT helpdesk.",low,Network & Connectivity,True,synthetic_groq,proxy_configuration
"I need help with proxy settings, it's blocking my work","1. Check the company's proxy settings policy to ensure you are complying with it. 2. Contact your IT department to request assistance with configuring your proxy settings. 3. If the issue persists, contact the IT helpdesk.",high,Network & Connectivity,True,synthetic_groq,proxy_configuration
"My printer isn't working, it's not showing up on my computer, can you help me?","1. Restart your printer and computer to ensure they are both turned on and connected. 2. Check the USB cable or wireless connection to make sure it is secure. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,printer_not_recognized
"J'ai un problème avec mon imprimante, elle n'est pas reconnue par mon ordinateur","1. Vérifiez que l'imprimante est allumée et connectée à votre ordinateur. 2. Assurez-vous que les pilotes d'imprimante sont à jour. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,printer_not_recognized
"I'm trying to print a document but my computer says it can't find the printer, what's going on?","1. Check if the printer is properly installed on your computer. 2. Ensure that the printer is selected as the default printer. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,printer_not_recognized
"Urgent: my printer is not recognized and I have a deadline to meet, please help ASAP","1. Quickly restart your printer and computer to resolve any temporary issues. 2. Verify that all printer cables are securely connected. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,printer_not_recognized
I've just installed a new printer but it's not showing up on my network,"1. Ensure the printer is properly connected to the network. 2. Check the printer's IP address and add it to your computer's network settings. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,printer_not_recognized
Je ne sais pas pourquoi mais mon imprimante n'est plus reconnue après une mise à jour de mon système,"1. Réinstallez les pilotes d'imprimante pour vous assurer qu'ils sont compatibles avec votre système mis à jour. 2. Vérifiez les paramètres de votre imprimante pour vous assurer qu'ils n'ont pas changé. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,printer_not_recognized
"My computer can't find the printer on the network, it was working fine yesterday","1. Check the network settings to ensure the printer is still connected. 2. Restart the printer and computer to refresh the connection. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,printer_not_recognized
"I'm having trouble with my printer, it's not recognized by my computer and I need to print something urgently","1. Try unplugging and replugging the printer's USB cable to reset the connection. 2. Check the printer's power cord to ensure it is securely plugged in. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,printer_not_recognized
"My external screen is not working, I need it for a meeting in 30 minutes, can you help?","1. Check that the monitor is turned on and the cables are securely connected to your computer. 2. Try using a different cable or port on your computer to rule out any issues with the current connection. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,external_monitor_not_detected
"J'ai connecté un deuxième écran mais il ne s'allume pas, qu'est-ce que je fais?","1. Vérifiez que le moniteur est allumé et que les câbles sont bien connectés à votre ordinateur. 2. Essayez d'utiliser un autre câble ou un autre port sur votre ordinateur pour éliminer tout problème avec la connexion actuelle. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,external_monitor_not_detected
"I plugged in my external monitor but it's not showing anything, is it broken?","1. Check the display settings on your computer to ensure that the external monitor is selected as the display device. 2. Restart your computer and monitor to see if the issue resolves itself. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,external_monitor_not_detected
"I'm trying to set up a second screen but it's not being detected, can someone assist me?","1. Ensure that the monitor is properly connected to your computer via a VGA, HDMI, or DisplayPort cable. 2. Check your computer's display settings to see if the external monitor is listed as a available display device. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,external_monitor_not_detected
"Mon ordinateur ne detecte pas mon écran externe, c'est très urgent","1. Vérifiez que les câbles sont bien connectés et que le moniteur est allumé. 2. Essayez de redémarrer votre ordinateur et votre moniteur pour voir si le problème se résout. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,external_monitor_not_detected
"I have a meeting in an hour and my external monitor is not working, please help","1. Check that the monitor is turned on and the cables are securely connected to your computer. 2. Try adjusting the display settings on your computer to ensure the external monitor is set as the primary display device. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,external_monitor_not_detected
"My laptop is not detecting my external monitor, is there a problem with my laptop?","1. Check the HDMI or DisplayPort connection between your laptop and the external monitor. 2. Ensure that the monitor is properly configured in your laptop's display settings. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,external_monitor_not_detected
"I'm having trouble with my external monitor, it's not displaying anything, can you help me troubleshoot?","1. Check the power cord and ensure it is securely plugged into both the monitor and the power outlet. 2. Try using a different cable or connection type, such as HDMI or VGA. 3. If the issue persists, contact the IT helpdesk.",low,Hardware & Peripherals,True,synthetic_groq,external_monitor_not_detected
"my keyboard is not working at all, i have a meeting in 10 minutes and i need it to take notes","1. Try restarting your computer to see if it resolves the issue. 2. Check if the keyboard is properly connected to the computer. 3. If you're using a wireless keyboard, check the battery level and replace the batteries if necessary. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,keyboard_not_working
"clavier ne fonctionne pas, j'ai essayé de le brancher à un autre ordinateur et ça marche, mais pas sur le mien","1. Check the USB port on your computer to ensure it's working properly. 2. Try using a different USB port on your computer. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,keyboard_not_working
"i spilled water on my keyboard, now some keys are not working","1. Turn off your computer immediately to prevent any further damage. 2. Unplug the keyboard and let it dry for at least 24 hours. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,keyboard_not_working
"j'ai un problème avec mon clavier, certaines touches ne fonctionnent pas","1. Check if the keyboard settings are correct. 2. Try updating the keyboard drivers. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,keyboard_not_working
"my keyboard is working but the letters are all mixed up, its really annoying","1. Check the keyboard layout settings to ensure it's set to the correct language. 2. Try resetting the keyboard settings to default. 3. If the issue persists, contact the IT helpdesk.",low,Hardware & Peripherals,True,synthetic_groq,keyboard_not_working
"i just got a new keyboard and it's not working, i've tried everything","1. Check the packaging for any installation instructions. 2. Ensure the keyboard is properly connected to the computer. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,keyboard_not_working
"clavier wireless ne fonctionne pas, j'ai changé les piles et ça ne marche toujours pas","1. Check the wireless receiver to ensure it's properly connected to the computer. 2. Try resetting the wireless connection. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,keyboard_not_working
"my keyboard is not responding at all, it's an emergency, i need it fixed now","1. Try restarting your computer to see if it resolves the issue. 2. Check if the keyboard is properly connected to the computer. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,keyboard_not_working
"My mouse cursor keeps freezing, what's going on?","1. Try restarting your computer to see if the issue resolves itself. 2. Check if your mouse is properly connected to your computer, and if it's a wireless mouse, ensure the batteries are not low. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,mouse_cursor_freezing
"J'ai un problème avec mon curseur de souris, il gèle tout le temps, c'est urgent!","1. Vérifiez si votre souris est correctement connectée à votre ordinateur. 2. Essayez de redémarrer votre ordinateur pour voir si le problème se résout. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,mouse_cursor_freezing
"I'm having some issues with my mouse, it's not working properly and it's really frustrating","1. Try unplugging and replugging your mouse to see if that resolves the issue. 2. Check for any debris or dust in the mouse sensor. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,mouse_cursor_freezing
"My mouse cursor freezes when I'm in the middle of a task, how can I fix this?","1. Check for any software updates for your mouse driver. 2. Try disabling and re-enabling your mouse in the device manager. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,mouse_cursor_freezing
"Le curseur de ma souris gèle régulièrement, qu'est-ce que je peux faire?","1. Essayez de mettre à jour les pilotes de votre souris. 2. Vérifiez si votre souris est compatible avec votre système d'exploitation. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,mouse_cursor_freezing
"I'm experiencing some problems with my wireless mouse, the cursor keeps freezing","1. Check the batteries in your wireless mouse and replace them if necessary. 2. Try resetting your wireless mouse by removing the batteries and waiting for 30 seconds. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,mouse_cursor_freezing
"My computer is basically unusable because the mouse cursor is freezing all the time, please help!","1. Try booting your computer in safe mode to see if the issue is software-related. 2. Check for any malware or viruses that may be causing the issue. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,mouse_cursor_freezing
"J'ai un problème de curseur de souris qui gèle occasionnellement, mais ça m'ennuie quand même","1. Essayez de nettoyer votre souris et votre ordinateur pour enlever tout débris ou poussière. 2. Vérifiez si votre souris est configurée correctement dans les paramètres de votre ordinateur. 3. If the issue persists, contact the IT helpdesk.",low,Hardware & Peripherals,True,synthetic_groq,mouse_cursor_freezing
"My docking station isn't working, I have a meeting in 10 minutes and I really need my second screen","1. Try unplugging the docking station from the power source and your laptop, then plug it back in. 2. Check that all cables are securely connected to the correct ports. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,docking_station_issues
"j'ai un problème avec mon docking station, il ne charge plus mon ordinateur","1. Vérifiez que le cordon d'alimentation est bien connecté à la prise électrique et à la station d'accueil. 2. Assurez-vous que le port de charge est activé sur votre ordinateur. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,docking_station_issues
"I'm having some trouble with my laptop docking station, it's not recognizing my mouse","1. Restart your laptop and docking station. 2. Check the mouse is properly connected to the docking station. 3. If the issue persists, contact the IT helpdesk.",low,Hardware & Peripherals,True,synthetic_groq,docking_station_issues
"The network connection on my docking station is very slow, is there something I can do to improve it?","1. Try restarting your router and docking station. 2. Check for any firmware updates for your docking station. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,docking_station_issues
mon écran ne s'allume pas quand je le branche à la station d'accueil,"1. Vérifiez que le cordon d'alimentation de l'écran est bien connecté à la station d'accueil. 2. Assurez-vous que l'écran est configuré pour utiliser la bonne entrée. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,docking_station_issues
"I think my docking station is broken, it's not turning on at all","1. Check the power cord is properly connected to the docking station and the power source. 2. Try using a different power outlet. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,docking_station_issues
I've just got a new docking station and I'm not sure how to set it up,"1. Read the user manual for instructions on how to connect your devices. 2. Connect your laptop and peripherals to the docking station. 3. If the issue persists, contact the IT helpdesk.",low,Hardware & Peripherals,True,synthetic_groq,docking_station_issues
"j'ai besoin d'aide pour configurer ma station d'accueil, je suis en réunion dans 5 minutes","1. Branchez votre ordinateur et vos périphériques à la station d'accueil. 2. Vérifiez que tous les câbles sont correctement connectés. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,docking_station_issues
"My webcam isn't working in Teams, what's going on?","1. Check if your webcam is properly connected to your computer. 2. Ensure that Teams has permission to access your webcam. 3. Restart your computer and try again. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,webcam_not_working_in_teams
"Urgent: mon webcam ne fonctionne pas dans Teams, aidez-moi!","1. Vérifiez si votre webcam est correctement connectée à votre ordinateur. 2. Assurez-vous que Teams a l'autorisation d'accéder à votre webcam. 3. Redémarrez votre ordinateur et réessayez. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,webcam_not_working_in_teams
I'm trying to join a meeting in Teams but my camera isn't working,"1. Check your camera settings in Teams to ensure it's enabled. 2. Try closing and reopening Teams to see if it resolves the issue. 3. If the issue persists, contact the IT helpdesk.",high,Hardware & Peripherals,True,synthetic_groq,webcam_not_working_in_teams
"J'ai un problème avec ma caméra dans Teams, elle ne marche pas","1. Vérifiez si votre caméra est sélectionnée comme périphérique par défaut dans Teams. 2. Essayez de désactiver puis de réactiver votre caméra dans les paramètres de Teams. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,webcam_not_working_in_teams
"My laptop's webcam isn't working in Teams, is it a hardware issue?","1. Check if your webcam is working in other applications, such as Skype or Zoom. 2. Ensure that your webcam drivers are up to date. 3. If the issue persists, contact the IT helpdesk.",medium,Hardware & Peripherals,True,synthetic_groq,webcam_not_working_in_teams
